substance_id,substance_name
523,"Vipera Berus Dil. D12, Placenta Totalis Suis D30, Pulsatilla Pratensis Dil. D30, Aesculus Hippocastanum Dil. D30, Atropa Bella-Donna Dil. D12, Silybum Marianum Dil. D12, Calcium Fluoratum Dil. D30, Secale Cornutum Dil. D30, Daphne Mezereum Dil. D12, Hamam"
524,"Aesculus Hippocastanum Dil. D12, Aesculus Hippocastanum Dil. D200, Aesculus Hippocastanum Dil. D30"
525,"Aesculus Hippocastanum Dil. D6, Secale Cornutum Dil. D8, Silybum Marianum Dil. D12, Hamamelis Virginiana Dil. D6"
526,"Dry Extract Of Horse-Chestnut Corresponding To 21 Mg Of Triterpene Glycosides, Expressed As Protoaescigenin: Extraction Solvent: Ethanol 50% (M/M)"
527,"Aesculus Seed Dry Extract, Standardised"
528,"Dry Extract Of Horse Chestnut, Standardised (Der 5-7:1), Adjusted To 12.5 Mg Of Triterpene Glycosides Calculated As Protoaescigenin, Extraction Solvent: Ethanol 50% (M/M)"
529,"Nicotiana Tabacum Dil D6, Aesculus Hippocastanum Dil. D6, Potentilla Anserina Dil. D6, Cuprum Aceticum Dil. D6, Veratrum Album Dil. D6, Secale Cornutum Dil. D6"
530,Lauromacrogol 400
531,Ethyl Chloride
532,Voriconazole
533,Fosfomycin Trometamol
534,Afatinib
535,"Ascorbic Acid, Paracetamol, Acetylsalicylic Acid"
536,"Paracetamol, Acetylsalicylic Acid"
537,Fluoxetine
538,Paroxetine
539,Metamizole Sodium Monohydrate
540,Apremilast
541,Metoclopramide Hydrochloride
542,Metoclopramide Hydrochloride Monohydrate
543,Aflibercept
544,Cefixime Trihydrate
545,Dexamethasone Phosphate
546,Triflusal
547,Sertraline
548,Alclometasone Dipropionate
549,Fluconazole
550,Mirtazapine
551,"Eupatorium Perfoliatum D4, Baptisia Tinctoria D4, Ferrum Phosphoricum D8, Gelsemium Sempervirens D6, Aconitum Napellus D6"
552,"Euphorbium D6, Hydrargyrum Biiodatum D12, Luffa Operculata D12, Pulsatilla Pratensis D6, Sinapis Nigra D2"
553,"Sarcolacticum Acidum D12, Aconitum Napellus D6, Gentiana Lutea D1, Bryonia Cretica D6, Ferrum Phosphoricum D12"
554,"Sarcolacticum Acidum D12, Bryonia D6, Aconitum Napellus D6, Gentiana Lutea D1, Ferrum Phosphoricum D12"
555,"Bryonia D6, Aconitum Napellus D6, Gentiana Lutea D1, Ferrum Phosphoricum D12, Acidum Lacticum D12"
556,"Lachesis D 12, Mercurius Solubilis Hahnemanni D12, Phytolacca Americana D6, Atropa Bella-Donna D6, Salvia Officinalis D1"
557,Fluphenazine Decanoate
558,A/Turkey/Turkey/1/05 (H5n1)-Like Strain (Nibrg-23)
559,Alprazolam
560,Theophylline Anhydrous
561,Fosfomycin
562,Theophylline
563,"Levomenthol, Boric Acid, Resorcinol, Thymol"
564,Methotrexate
565,Lonoctocog Alfa
566,"Zinc Sulphate, Lidocaine Hydrochloride"
567,"Benzalkonium Chloride, Hydrocortisone Hydrogen Succinate"
568,Fulvestrant
569,Atomoxetine
570,Atomoxetine Hydrochloride
571,Vamorolone
572,Pentoxifylline
573,Tenofovir Disoproxil
574,Nintedanib
575,"Argentum Metallicum Praeparatum Dil. D6 Aquos., Aspidium Filix-Mas, Spora Dil. D3, Conchae Dil. D7 Aquos., Amanita Muscaria Dil. D8, Phosphorus Dil. D6"
576,"Aspidium Filix-Mas, Spora Dil. D3, Argentum Metallicum Praeparatum Dil. D6, Conchae Dil. D7, Amanita Muscaria Dil. D8, Phosphorus Dil. D6"
577,Vildagliptin
578,"Metformin Hydrochloride, Vildagliptin"
579,Clozapine
580,Meropenem Anhydrous
581,Meropenem
582,Tirofiban Hydrochloride Monohydrate
583,Levofloxacin
584,Ticagrelor
585,Dantrolene Sodium
586,"Ispaghula Seed, Ispaghula Husk"
587,"Plantago Ovata Forsk (Seed), Ispaghula Husk"
588,"Ispaghula Seed, Cassia Angustifolia Vahl. (Polvo De Frutos)"
589,"Ispaghula Seed, Ispaghula Husk, Senna Pods"
590,"Ispaghula Seed, Senna Pods, Tinnevelly, Ispaghula Husk"
591,"Senna Pods, Tinnevelly, Ispaghula Husk, Plantaginis Ovatae Semen"
592,"Senna Pods, Tinnevelly, Plantago Ovata Forsk(Seed), Ispaghula Husk"
593,Trihexyphenidyl Hydrochloride
594,"Cinnarizine, Dimenhydrinate"
595,Lactose Monohydrate
596,Meloxicam
597,"Dry Extract From Agnus Castus Fruit (7-13:1), Extraction Solvent: 60% M/M"
598,"Dry Extract From Chaste Tree Fruits (7-11:1), Extraction Solvent: Ethanol 70% (V/V)"
599,"Tincture From Agnus Castus Fruit (1:10), Extraction Solvent: Ethanol 69.5% V/V"
600,"Agnus Castus Ø, Pulsatilla Trit D3, Rosmarinus Officinalis Trit D2, Apis Mellifica Trit D3"
601,"Dry Extract From Agnus Castus Fruit Equivalent To 23.4-31.2 Mg Of Fruit, Extraction Solvent: Ethanol 75% (V/V)"
602,Agnus Castus Fruit Dry Extract (10-16:1)
603,Vitex Agnus-Castus Mother Tincture
604,"Cimicifuga Racemosa Dil. D 2, Zincum Valerianicum Dil. D3, Agnus Castus Ø, Pulsatilla Dil. D4"
605,"Dry Extract From Chaste Tree Fruits (7-13:1), Extraction Solvent: Ethanol 60% (M/M)"
606,Agomelatine
607,Progesterone
608,Agomelatine Citric Acid
609,Lansoprazole
610,Levomethadone Hydrochloride
611,Testosterone Isobutyrate
612,"Ferrum Sidereum D10, Aurum Metallicum D10"
613,Clopidogrel Hydrogen Sulfate
614,Minoxidil
615,"Agropyron Repens E Radice Ferm 33c Dil. D3 (Hab, Vs. 33c), Kalium Carbonicum E Cinere Fagi Silvaticae Dil. D9 Aquos. (Hab, Vs. 5b), Taraxacum Officinale E Planta Tota Ferm 34c Dil. D4 (Hab, Vs. 34c), Zinnober Dil. D6"
616,"Dextromethorphan Hydrobromide, Pseudoephedrine Hydrochloride, Paracetamol"
617,"Coriandrum Sativum, Hyssopus Officinalis, Matricaria Recutita, Tila Tomentosa, Melissa Officinalis, Angelica Archangelica Root, Lemon Verbena, Nutmeg, Cinnamomum Zeylanicum"
618,Hydrogen Peroxide
619,Meclozine Hydrochloride
620,Ethanol (96 Per Cent)
621,Oxaceprol
622,Desogestrel
623,Brinzolamide
624,"Dextromethorphan Hydrobromide, Pseudoephedrine Hydrochloride, Ascorbic Acid, Paracetamol"
625,Rasagiline
626,"Phenylephrine Hydrochloride, Ascorbic Acid, Paracetamol"
627,Lactose Anhydrous
628,"Acidum Arsenicosum Dil. D6, Silybum Marianum D15, Cinchona Pubescens Spag. Peka D6, Glechoma Hederacea Spag. Peka D6, Grindelia Robusta Spag. Peka D6, Ceanothus Americanus D4, Amanita Muscaria D4, Natrium Chloratum D12"
629,Human Coagulation Factor Ix
630,Erenumab
631,"Cellulose, Microcrystalline"
632,"Dienogest, Estradiol Valerate"
633,Estradiol Valerate
634,Oxygen
635,"Artemether, Lumefantrine"
636,"Budesonide, Formoterol Fumarate Dihydrate"
637,"Budesonide, Formoterol Fumarate Dihydrate Ph.Eur."
638,Ciclesonide
639,"Fluticasone Propionate, Salmeterol Xinafoate"
640,"Fluticasone, Salmeterol"
641,"Salmeterol Xinafoate, Fluticasone"
642,"Ibuprofen, Pseudoephedrine"
643,"Allergen Extract From Pollen Of Dactylis Glomerata, Anthoxanthum Odoratum, Lolium Perenne, Poa Pratensis And Phleum Pratense"
644,Benzododecinium Bromide 10% Solution
645,Fremanezumab
646,Bromazepam
647,Polihexanide
648,"Niraparib, Abiraterone Acetate"
649,Quetiapine
650,Verapamil Hydrochloride
651,Biperiden Hydrochloride
652,Biperiden Lactate
653,Latanoprost
654,"Timolol Maleate, Latanoprost"
655,Lorazepam
656,"Ethinylestradiol, Gestodene"
657,Trifarotene
658,Clonazepam
659,"Carbo Vegetabilis, Caraway Oil, Bitter Fennel Fruit Oil, Amethyst, Betula Pendula Ferm 34e Ø, Cochlearia Officinalis Ex Herba Ferm 33b Ø (Hab, Vs. 33b), Fucus Vesiculosus E Planta Tota Ferm 51 Ø (Hab, Vs. 51), Fumaria Officinalis Ex Herba Ferm 33c Ø (Hab,"
660,"Clindamycin, Benzoyl Peroxide"
661,"Sulfur Dil. D6, Pulsatilla Dil. D4, Rhus Toxicodendron Dil. D6"
662,"Zinc Oxide, Ichthammol"
663,"Benzoyl Peroxide, Hydrous"
664,Clindamycin Hydrochloride
665,"Tropaeolum Majus Ex Herba La 20% (Hab, Vs. 12c), Aesculus Hippocastanum E Cortice, Decoctum La 10% (Hab, Vs. 12k), Anthyllis Vulneraria Ex Herba La 20% (Hab, Vs. 12c), Bellis Perennis Ex Herba La 20% (Hab, Vs. 12c), Calendula Officinalis E Floribus La 20%"
666,Sodium Bituminosulfonate Light
667,"Sodium Bituminosulfonate Light, Salicylic Acid"
668,Nabumetone
669,"Cafedrine Hydrochloride, Theodrenaline Hydrochloride"
670,Glycopyrronium Bromide
671,Axitinib
672,Retinol Palmitate
673,"Amoxicillin Sodium, Clavulanic Acid"
674,"Amoxicillin Trihydrate, Potassium Clavulanate"
675,Imiquimod
676,Fluticasone Propionate
677,Amisulpride
678,Isopropyl Alcohol
679,"Cola Dil. D2, Camphora D3, Crataegus Mother Tincture, Kalium Carbonicum Dil. D3"
680,"Zingiber Officinale D3, Solidago Virgaurea Mother Tincture, Pulsatilla Pratensis D4, Acidum Benzoicum E Resina D4, Acidum Nitricum D4, Apis Mellifica D3, Lytta Vesicatoria D4, Populus Tremuloides D2"
681,"Acidum Benzoicum E Resina Dil. D4, Lytta Vesicatoria Dil. D 4, Populus Tremuloides Spag. Peka D2, Pulsatilla Pratensis Spag. Peka D4, Zingiber Officinale D3, Solidago Virgaurea Mother Tincture, Acidum Nitricum D4, Apis Mellifica Dil. D3"
682,Inosine Pranobex
683,"Palonosetron, Fosnetupitant"
684,"Palonosetron, Netupitant"
685,"Formoterol Fumarate Dihydrate, Beclometasone Dipropionate Anhydrous"
686,5-Aminolevulinic Acid
687,Sodium Cromoglicate
688,"Ramipril, Amlodipine Besilate"
689,Allantoin
690,"Dexpanthenol, Allantoin"
691,Rivastigmine
692,"Senna Pods, Tinnevelly, Sennae Folium"
693,"Aloe Juice Dried, Powdered, Frangulae Corticis Extractum Siccum"
694,Betamethasone Sodium Phosphate
695,Cilostazol
696,"St. John's Wort Dry Extract (3.5-6.0:1), Extraction Solvent: Ethanol 60% (M/M)"
697,Albendazole
698,"Amylmetacresol, 2,4 Dichlorobenzyl Alcohol"
699,Bromhexine Hydrochloride
700,Labetalol Hydrochloride
701,Apis Mellifera Venom
702,Wasp Venom
703,Clotrimazole
704,"Candida Albicans E Volumine Cellulae (Lyophil., Steril.) D3"
705,"Candida Albicans E Volumine Cellulae (Lyophil., Steril.) D4"
706,"Candida Albicans E Volumine Cellulae (Lyophil., Steril.) D5"
707,Lisinopril Anhydrous
708,Human Serum Albumin
709,"Olmesartan Medoxomil, Amlodipine"
710,"Olmesartan Medoxomil, Amlodipine, Hydrochlorothiazide"
711,Human Albumin Solution
712,Policresulen
713,Pemetrexed
714,Pemetrexed Diacid Monohydrate
715,Human Plasma Protein
716,Iodinated (125i) Human Serum Albumin
717,Proxymetacaine Hydrochloride
718,"Trometamol Citrate, Anhydrous Disodium Citrate, Dipotassium Hydrogen Citrate"
719,Clonidine Hydrochloride
720,"Allii Sativi Extractum, Echinaceae Purpureae Herbae"
721,Alfuzosin Hydrochloride
722,2-Propanol (Ph. Eur.)
723,"Iodine, Potassium Iodide"
724,"Cetylpyridinium Chloride, Ethanol (96 Per Cent)"
725,"Cetylpyridinium Chloride, Ethanol 70% (V/V)"
726,Atropine Sulfate
727,Ethanol 70 %
728,"Ethanol, Tartrazine, Camphor, Synthetic"
729,Ethanol 70% (V/V)
730,Sodium Oleate
731,Simvastatin
732,"Ethanol (96 Per Cent), 1-Propanol"
733,Rosuvastatin
734,Sodium Oxybate
735,"Altizide, Spironolactone"
736,"Hydrochlorothiazide, Spironolactone"
737,Potassium Canrenoate
738,Spironolactone
739,"Amlodipine, Perindopril Arginine"
740,Eplerenone
741,Paliperidone
742,Warfarin Sodium
743,"Framycetin Sulfate, Triamcinolone Acetonide"
744,"Chlortalidone, Spironolactone"
745,Methyldopa
746,Methyldopa Sesquihydrate
747,Lormetazepam
748,"Timolol, Travoprost"
749,Laronidase
750,Alectinib Hydrochloride
751,"Carbidopa, Levodopa"
752,"Colecalciferol, Alendronate Sodium"
753,Alendronate Sodium (Ph. Eur.)
754,"Alendronate Sodium Trihydrate, Cholecalciferol Concentrate (Powder Form)"
755,"Refined And Standardized Dry Extract Of Milk Thistle Fruit (24-27:1), Extraction Solvent: Acetone And Water (95:5)"
756,"Phenobarbital, Anhydrous Caffeine"
757,Fexofenadine Hydrochloride
758,"Betamethasone Valerate, Fluocinolone Acetonide"
759,"Antazoline Phosphate, Naphazoline Hydrochloride"
760,Levocetirizine Dihydrochloride
761,Rupatadine
762,Loratadine
763,Mometasone Furoate
764,"Chlorphenamine Maleate, Diprophylline, Guaifenesin, Paracetamol"
765,Donepezil Hydrochloride Monohydrate
766,Alfacalcidol
767,Letrozole
768,Isoprenaline Sulfate
769,Cytarabine
770,Alpha Amylase
771,"Betamethasone Sodium Phosphate, Naphazoline Nitrate, Tetracycline Hydrochloride"
772,Ceftazidime
773,Human Alpha1-Proteinase Inhibitor
774,Terazosin
775,Nitrous Oxide
776,Hydrocortisone Butyrate
777,Diclofenac Diethylamine
778,"Betamethasone Sodium Phosphate, Chloramphenicol, Colistimethate Sodium, Tetracycline"
779,Cefaclor
780,Cefaclor Monohydrate
781,Alfentanil Hydrochloride
782,Alfentanil
783,Betahistine Dihydrochloride
784,Bioactive Concentrate Of Small Marine Fish
785,"Bioactive Concentrate Of Small Marine Fish, Rosemary Oil"
786,Alimemazine Tartrate
787,Alfuzosin
788,"Diethylamine Salicylate, Myrtecaine Lauryl Sulfate"
789,"Myrtecaine, Diethylamine Salicylate"
790,"Myrtecaine, Salicylic Acid, Diethylamine"
791,"Salicylic Acid, Diethylamine"
792,"Ascorbic Acid, Paracetamol, Codeine Phosphate Hemihydrate"
793,"Metamizole Sodium Monohydrate, Pitofenone Hydrochloride, Fenpiverinium Bromide"
794,"Metamizole Sodium Monohydrate, Pitofenone Hydrochloride"
795,"Pitofenone Hydrochloride, Metamizole Sodium"
796,"Paracetamol, Caffeine"
797,Metamizole Magnesium
798,Clonixin Lysinate
799,"Menthol, Guaiacol, Methyl Salicylate"
800,"Sodium Hydrogen Carbonate, Sodium Alginate"
801,"Mephenesin, Hydroxyethyl Salicylate, Methyl Nicotinate"
802,"Menthol, Camphor, Turpentine Oil"
803,"Paracetamol, Codeine Phosphate Hemihydrate"
804,"Paracetamol, Codeine Phosphate"
805,"Ibuprofen, Caffeine"
806,Drotaverine Hydrochloride
807,Goserelin
808,Metamizole Sodium
809,"Drotaverine Hydrochloride, Metamizole Sodium, Caffeine"
810,"Tramadol Hydrochloride, Paracetamol"
811,Concizumab
812,"Chlorphenamine Maleate, Ascorbic Acid, Paracetamol"
813,Duloxetine
814,Alimemazine
815,Alitretinoin
816,Pitavastatin
817,"Cyproterone Acetate, Ethinylestradiol"
818,Indometacin
819,"Apis Mellifera (801), Aluminium Hydroxide"
820,"Felis Domesticus (555), Aluminium"
821,Apis Mellifera (801)
822,Alternaria Alternata (402)
823,Arachis Hypogaea (762)
824,Aspergillus Fumigatus (405)
825,Bos Spp. (713)
826,Cancer Pagurus (729)
827,Clupea Harengus (725)
828,Pandalus Borealis (731)
829,Prunus Dulcis (764)
830,Triticum Aestivum (779)
831,Histamine Dihydrochloride
832,Betaine Citrate
833,"Potassium Hydrogen Carbonate, Sodium Hydrogen Carbonate, Sodium Citrate Ph. Eur."
834,Sodium Hydrogen Carbonate
835,"Sodium Hydrogen Carbonate, Citric Acid Anhydrous, Acetylsalicylic Acid"
836,"Chlorhexidine Dihydrochloride, Triamcinolone Acetonide"
837,"Betula Verrucosa (108), Aluminium"
838,"Dermatophagoides Farinae (504), Dermatophagoides Pteronyssinus (503), Aluminium"
839,"Dermatophagoides Pteronyssinus (503), Aluminium"
840,"Phleum Pratense (225), Aluminium"
841,"Phleum Pratense (225), Arrhenatherum Elatius (205), Dactylis Glomerata (214), Festuca Pratensis (218), Lolium Perenne (223), Poa Pratensis (228), Secale Cereale (231), Aluminium"
842,"Vespula Spp. (802), Aluminium Hydroxide"
843,Melphalan
844,Melphalan Hydrochloride
845,Ketoprofen
846,Vespula Spp. (802)
847,Ambrosia Artemisiifolia (302)
848,Chenopodium Album (322)
849,Cladosporium Herbarum (417)
850,Gallus Spp. (701)
851,Glycine Max (778)
852,Plantago Lanceolata (342)
853,Platanus Acerifolia (132)
854,Prunus Persica (613)
855,Artemisia Vulgaris (312)
856,Betula Verrucosa (108)
857,Canis Familiaris (553)
858,Dermatophagoides Farinae (504)
859,Dermatophagoides Pteronyssinus (503)
860,Felis Domesticus (555)
861,Phleum Pratense (225)
862,"Chlorhexidine Dihydrochloride, Dexpanthenol, Alphatocopherol Acetate, Vitamin A Concentrate (Oily Form), Synthetic"
863,"Phenylephrine Hydrochloride, Guaifenesin, Paracetamol"
864,"Diclofenac Sodium, Heparin Sodium"
865,"Diphenhydramine Hydrochloride, Lidocaine Hydrochloride Monohydrate"
866,Frovatriptan
867,Diphenhydramine Hydrochloride
868,"Euphrasia 3c D6, Argentum Nitricum D6, Sabadilla D6, Apis Mellifica D6"
869,"Acidum Formicicum Dil D6, Acidum Arsenicosum Dil. D8, Cuprum Metallicum Dil. D6"
870,Levocabastine
871,"Thryallis Glauca D4, Luffa Operculata D6, Schoenocaulon Officinale D4, Cardiospermum Halicacabum D4"
872,"Apis Mellifica Dil. D4, Acidum Formicicum Dil. D 4, Hydrocotyle Asiatica D3, Cardiospermum Dil. D2, Galphimia Glauca Dil. D3, Luffa Operculata Dil. D4"
873,Mometasone Furoate Monohydrate
874,"Aralia Racemosa D3, Acidum Arsenicosum D6, Apis Mellifica D3"
875,Chloropyramine Hydrochloride
876,"Chlorphenamine Maleate, Sodium Cromoglicate"
877,Ketotifen Hydrogen Fumarate
878,"Aluminium Hydroxide, Orchard Grass Pollen Allergoid, Chemically Modified, Meadow Fescue Pollen Allergoid, Chemically Modified, Kentucky Blue Grass Pollen Allergoid, Chemically Modified, Velvet Grass Pollen Allergoid, Chemically Modified, Rye Grass Pollen "
879,"Betula, Corylus Avellana, Alnus, Aluminium Hydroxide"
880,"Betula, Corylus Avellana, Alnus, Aluminium Hydroxide, Beech"
881,"Artemisia Vulgaris, Aluminium Hydroxide"
882,"Betula, Aluminium Hydroxide"
883,"Alnus, Aluminium Hydroxide"
884,"Corylus Avellana, Alnus, Aluminium Hydroxide"
885,"Triticum Aestivum, Phleum Pratense, Holcus Lanatus, Aluminium Hydroxide, Dactylis Glomerata, Festuca Pratensis, Lolium Perenne, Poa Pratensis, Secale Cereale, Oat, Hordeum Vulgare"
886,"Aluminium Hydroxide, Wall Pellitory"
887,"Aluminium Hydroxide, Rye Pollen Allergoid, Chemically Modified, Orchard Grass Pollen Allergoid, Chemically Modified, Meadow Fescue Pollen Allergoid, Chemically Modified, Kentucky Blue Grass Pollen Allergoid, Chemically Modified, Velvet Grass Pollen Allerg"
888,"Phleum Pratense, Holcus Lanatus, Aluminium Hydroxide, Dactylis Glomerata, Festuca Pratensis, Lolium Perenne, Poa Pratensis, Secale Cereale"
889,"Aluminium Hydroxide, Rye Pollen Allergoid, Chemically Modified, Orchard Grass Pollen Allergoid, Chemically Modified, Mugwort Pollen Allergoid, Chemically Modified, Meadow Fescue Pollen Allergoid, Chemically Modified, Kentucky Blue Grass Pollen Allergoid, "
890,"Phleum Pratense, Holcus Lanatus, Artemisia Vulgaris, Aluminium Hydroxide, Dactylis Glomerata, Festuca Pratensis, Lolium Perenne, Poa Pratensis, Secale Cereale"
891,"Aluminium Hydroxide, Birch Pollen Allergoid, Chemically Modified, Rye Pollen Allergoid, Chemically Modified, Orchard Grass Pollen Allergoid, Chemically Modified, Meadow Fescue Pollen Allergoid, Chemically Modified, Kentucky Blue Grass Pollen Allergoid, Ch"
892,"Betula, Phleum Pratense, Holcus Lanatus, Aluminium Hydroxide, Dactylis Glomerata, Festuca Pratensis, Lolium Perenne, Poa Pratensis, Secale Cereale"
893,"Plantago Lanceolata, Phleum Pratense, Holcus Lanatus, Aluminium Hydroxide, Dactylis Glomerata, Festuca Pratensis, Lolium Perenne, Poa Pratensis, Secale Cereale"
894,"Triticum Aestivum, Phleum Pratense, Holcus Lanatus, Artemisia Vulgaris, Aluminium Hydroxide, Dactylis Glomerata, Festuca Pratensis, Lolium Perenne, Poa Pratensis, Secale Cereale, Oat, Hordeum Vulgare"
895,"Betula, Triticum Aestivum, Phleum Pratense, Holcus Lanatus, Aluminium Hydroxide, Dactylis Glomerata, Festuca Pratensis, Lolium Perenne, Poa Pratensis, Secale Cereale, Oat, Hordeum Vulgare"
896,"Plantago Lanceolata, Triticum Aestivum, Phleum Pratense, Holcus Lanatus, Aluminium Hydroxide, Dactylis Glomerata, Festuca Pratensis, Lolium Perenne, Poa Pratensis, Secale Cereale, Oat, Hordeum Vulgare"
897,"Plantago Lanceolata, Phleum Pratense, Holcus Lanatus, Artemisia Vulgaris, Aluminium Hydroxide, Dactylis Glomerata, Festuca Pratensis, Lolium Perenne, Poa Pratensis, Secale Cereale"
898,"Betula, Plantago Lanceolata, Phleum Pratense, Holcus Lanatus, Aluminium Hydroxide, Dactylis Glomerata, Festuca Pratensis, Lolium Perenne, Poa Pratensis, Secale Cereale"
899,"Corylus Avellana, Aluminium Hydroxide"
900,"Aluminium Hydroxide, Secale Cereale"
901,"Plantago Lanceolata, Aluminium Hydroxide"
902,Chlorphenamine Maleate
903,Dimetindene Maleate
904,"Levomenthol, Camphor, Racemic, Pumilio Pine Oil"
905,Orlistat
906,"Urticae Folium, Allium Sativum"
907,Allium Sativum Bulb
908,Allium Cepa Trit. D4
909,"Garlic Powder, Nettle Leaf Powder, Charcoal, Activated, Dry Animal Bile Powder"
910,Allopurinol Bp
911,Allopurinol (Ph. Eur.)
912,Olopatadine
913,"Dry Extract Of Valerian Root (5 - 8:1 ), Extraction Solvent : Methanol 45 % (M / M), Dry Extract Of Hop Cones (7 - 10:1): Extract Solvent: Methanol 45% (M / M)"
914,Botulinum Toxin Type A - Haemagglutinin Complex
915,Botulinum Toxin Type A For Injection Ph. Eur.
916,Amoxicillin
917,Almagate
918,"Benzocaine, Aluminium Hydroxide Gel, Magnesium Hydroxide"
919,Flecainide Acetate
920,"Salbutamol Sulfate, Ipratropium Bromide"
921,"Valsartan, Hydrochlorothiazide"
922,Aluminium Hydroxide
923,"Magnesium Oxide, Light, Aluminium Aminoacetate"
924,"Perindopril Tert-Butylamine, Amlodipine Besilate"
925,Almotriptan
926,Almotriptan Malate
927,Chlorphenamine Maleate Bp
928,Bisacodyl Ph. Eur.
929,Levonorgestrel
930,Chloramphenicol
931,Bisacodyl Bp
932,Prochlorperazine Maleate
933,Pseudoephedrine Hydrochloride
934,Naproxen
935,Citric Acid Monohydrate Bp
936,Sumatriptan
937,"Acetylsalicylic Acid, Caffeine, Codeine Phosphate Hemihydrate"
938,Pethidine Hydrochloride
939,"Cetylpyridinium Chloride, Chlorobutanol Hemihydrate, Eugenol"
940,Alogliptin
941,Lodoxamide
942,Lodoxamide Trometamol
943,"Hydrochlorothiazide, Nebivolol"
944,Promethazine Hydrochloride
945,"Dimeticone, Loperamide Hydrochloride"
946,Haloperidol
947,Haloperidol Decanoate
948,Celiprolol Hydrochloride
949,"Losartan Potassium, Amlodipine"
950,"Bisoprolol Fumarate, Amlodipine Besilate"
951,Palonosetron
952,Miristalkonium Chloride
953,"Belladonna D6, Chamomilla D 6, Ferrum Phosphoricum D6, Hepar Sulfuris D12, Pulsatilla Pratensis D6"
954,"Cypripedium Parviflorum Var. Pubescens D4, Zincum Valerianicum D12, Magnesium Carbonicum D10"
955,"Calcium Carbonicum Hahnemanni D6, Calcium Fluoratum D6, Calcarea Phosphorica D6, Sulfur Jodatum D12"
956,"Staphisagria D12, Matricaria Recutita D12, Valeriana D6, Kalium Phosphoricum D6"
957,"Fennel, Bitter, Plantago Lanceolata, Thyme, Liquorice Root"
