drug_id,drug_name
EMA0000727,Acetylsalicylzuur Cardio Teva
EMA0000728,Acetylsalicylzuur Neuro Ratiopharm
EMA0000729,Acetylsalicylzuur Neuro Teva
EMA0000730,Acetylsalicylzuur Panmedica
EMA0000731,Acetylsalicylzuur Panpharma
EMA0000732,Acetylsalicylzuur Panpharma Panpharma
EMA0000733,Acetylsalicylzuur Ratiopharm
EMA0000734,Acetylsalicylzuur Teva
EMA0000735,"Acetylsalicylzuur, Paracetamol, Coffeïne Aurobindo"
EMA0000736,"Acetylsalicylzuur, Paracetamol, Coffeïne Sameko"
EMA0000737,Acetylsalisylsyre Actavis
EMA0000738,Acetylsalisylsyre Norfri
EMA0000739,Acevirex
EMA0000740,Acfol
EMA0000741,Acfol
EMA0000742,Achillea Comp.
EMA0000743,Acibel
EMA0000744,Acic
EMA0000745,Acic Cold Sore
EMA0000746,Acic Creme Bei Lippenherpes
EMA0000747,Aciclin
EMA0000748,Aciclinlabiale
EMA0000749,Aciclo
EMA0000750,Aciclobene
EMA0000751,Aciclobene Fieberblasen
EMA0000752,Aciclobeta
EMA0000753,Aciclodan
EMA0000754,Aciclosina
EMA0000755,Aciclostad
EMA0000756,Aciclostad Gegen Lippenherpes
EMA0000757,Aciclovax - Iv
EMA0000758,Aciclovir
EMA0000759,Aciclovir Heumann
EMA0000760,Aciclovir +pharma
EMA0000761,Aciclovir 089pharm
EMA0000762,Aciclovir 1 A Pharma
EMA0000763,Aciclovir 1a Farma
EMA0000764,Aciclovir 1a Pharma
EMA0000765,Aciclovir Ab
EMA0000766,Aciclovir Abc
EMA0000767,Aciclovir Accord
EMA0000768,Aciclovir Accord
EMA0000769,Aciclovir Accord Healthcare
EMA0000770,Aciclovir Accord-Uk
EMA0000771,Aciclovir Accord-Uk
EMA0000772,Aciclovir Accord-Uk Ltd
EMA0000773,Aciclovir Actavis
EMA0000774,Aciclovir Agepha
EMA0000775,Aciclovir Akut
EMA0000776,Aciclovir Al
EMA0000777,Aciclovir Alfasigma
EMA0000778,Aciclovir Almus
EMA0000779,Aciclovir Almus Pharma
EMA0000780,Aciclovir Altan
EMA0000781,Aciclovir Alter
EMA0000782,Aciclovir Alternova
EMA0000783,Aciclovir Alvogen
EMA0000784,Aciclovir Arena
EMA0000785,Aciclovir Aristo
EMA0000786,Aciclovir Arrow
EMA0000787,Aciclovir Arrow Conseil
EMA0000788,Aciclovir Arrow Generiques
EMA0000789,Aciclovir Aurobindo
EMA0000790,Aciclovir Aurobindo Italia
EMA0000791,Aciclovir Aurobindo Pharma
EMA0000792,Aciclovir Aurovitas
EMA0000793,Aciclovir Avianta Pharma
EMA0000794,Aciclovir Axone
EMA0000795,Aciclovir Azevedos
EMA0000796,Aciclovir Baxter
EMA0000797,Aciclovir Baxter Holding B.V
EMA0000798,Aciclovir Biogaran
EMA0000799,Aciclovir Biogaran Conseil
EMA0000800,Aciclovir Bluepharma
EMA0000801,Aciclovir Brill Pharma
EMA0000802,Aciclovir Cf
EMA0000803,Aciclovir Ciclum
EMA0000804,Aciclovir Cinfa
EMA0000805,Aciclovir Conseil Cristers
EMA0000806,Aciclovir Corzil Laboratórios Azevedos – Indústria Farmacêutica
EMA0000807,Aciclovir Creme 1 A Pharma
EMA0000808,Aciclovir Crescent Pharma
EMA0000809,Aciclovir Cristers
EMA0000810,Aciclovir Ct
EMA0000811,Aciclovir Cuve
EMA0000812,Aciclovir Dawa
EMA0000813,Aciclovir Demo Pharma Uk
EMA0000814,Aciclovir Doc Generici
EMA0000815,Aciclovir Dorom
EMA0000816,Aciclovir Eg
EMA0000817,Aciclovir Egis Pharmaceuticals
EMA0000818,Aciclovir Ethypharm
EMA0000819,Aciclovir Farmaprojects
EMA0000820,Aciclovir Farmex
EMA0000821,Aciclovir Fiterman
EMA0000822,Aciclovir Generis
EMA0000823,Aciclovir Generis Phar
EMA0000824,Aciclovir Germed
EMA0000825,Aciclovir Gsk
EMA0000826,Aciclovir Hikma
EMA0000827,Aciclovir Hikma Farmacêutica (Portugal)
EMA0000828,Aciclovir Hospira
EMA0000829,Aciclovir Hospira Uk
EMA0000830,Aciclovir I.V Gsk
EMA0000831,Aciclovir I.V. Gsk
EMA0000832,Aciclovir Jelfa
EMA0000833,Aciclovir Jonax Stada
EMA0000834,Aciclovir Kent Pharma Uk
EMA0000835,Aciclovir Kern Pharma
EMA0000836,Aciclovir Labesfal
EMA0000837,Aciclovir Labialis Eg
EMA0000838,Aciclovir Labialis Teva
EMA0000839,Aciclovir Laboratórios Azevedos - Indústria Farmacêutica
EMA0000840,Aciclovir Laropharm
EMA0000841,Aciclovir Lippenherpescreme Abz
EMA0000842,Aciclovir Lippenherpescreme Ratiopharm
EMA0000843,Aciclovir Livixon
EMA0000844,Aciclovir Mabo
EMA0000845,Aciclovir Medochemie
EMA0000846,Aciclovir Mercury Pharmaceuticals Ltd
EMA0000847,Aciclovir Milpharm
EMA0000848,Aciclovir Mylan Generics
EMA0000849,Aciclovir Noridem
EMA0000850,Aciclovir Noridem Enterprises
EMA0000851,Aciclovir Normon
EMA0000852,Aciclovir Olikla
EMA0000853,Aciclovir Orion
EMA0000854,Aciclovir Pensa
EMA0000855,Aciclovir Pensa Pharma
EMA0000856,Aciclovir Pfizer
EMA0000857,Aciclovir Pfizer Healthcare Ireland
EMA0000858,Aciclovir Pharmconsul
EMA0000859,Aciclovir Pinewood Laboratories Limited
EMA0000860,Aciclovir Puren
EMA0000861,Aciclovir Quattro Pharma
EMA0000862,Aciclovir Ranbaxy
EMA0000863,Aciclovir Ratiopharm
EMA0000864,Aciclovir Reig Jofre
EMA0000865,Aciclovir Relonchem
EMA0000866,Aciclovir Richter
EMA0000867,Aciclovir Rompharm
EMA0000868,Aciclovir Rosemont Pharmaceuticals
EMA0000869,Aciclovir Sala
EMA0000870,Aciclovir Sandoz
EMA0000871,Aciclovir Sandoz Care
EMA0000872,Aciclovir Sandoz Conseil
EMA0000873,Aciclovir Siromed
EMA0000874,Aciclovir Siromed Stada Arzneimittel
EMA0000875,Aciclovir Slavia
EMA0000876,Aciclovir Sodium Hfa Holdings
EMA0000877,Aciclovir Stada
EMA0000878,Aciclovir Stada Genéricos
EMA0000879,Aciclovir Sun Pharma Uk
EMA0000880,Aciclovir Syri
EMA0000881,Aciclovir Syri Pharma
EMA0000882,Aciclovir Tedec
EMA0000883,Aciclovir Tedec Meiji Pharma Spain
EMA0000884,Aciclovir Terapia
EMA0000885,Aciclovir Teva
EMA0000886,Aciclovir Tis
EMA0000887,Aciclovir Tolife
EMA0000888,Aciclovir Unifarma
EMA0000889,Aciclovir Vectans Pharma
EMA0000890,Aciclovir Viatris
EMA0000891,Aciclovir Viatris Conseil
EMA0000892,Aciclovir Vida
EMA0000893,Aciclovir Vir
EMA0000894,Aciclovir Vir Pharma
EMA0000895,Aciclovir Virostad
EMA0000896,Aciclovir Vitória
EMA0000897,Aciclovir Vocate
EMA0000898,Aciclovir Wockhardt Uk
EMA0000899,Aciclovir Zentiva
EMA0000900,Aciclovir Ziaja
EMA0000901,Aciclovir Zydus
EMA0000902,Acicutan
EMA0000903,Acid Acetilsalicilic Biofarm
EMA0000904,Acid Acetilsalicilic Krka
EMA0000905,Acid Acetilsalicilic Labormed
EMA0000906,Acid Acetilsalicilic Laropharm
EMA0000907,Acid Acetilsalicilic Mcc
EMA0000908,Acid Acetilsalicilic Richter
EMA0000909,Acid Acetilsalicilic Sanosan
EMA0000910,Acid Acetilsalicilic T
EMA0000911,Acid Acetilsalicilic Tamponat Mcc
EMA0000912,Acid Acetilsalicilic Zentiva
EMA0000913,Acid Alendronic/Colecalciferol Accord
EMA0000914,Acid Alendronic/Colecalciferol Zentiva
EMA0000915,Acid Ascorbic Arena
EMA0000916,Acid Ibandronic Stada
EMA0000917,Acid Tioctic Rompharm
EMA0000918,Acid Tioctic Zentiva
EMA0000919,Acid Tranexamic Kabi
EMA0000920,Acid Zoledronic Accord
EMA0000921,Acid Zoledronic Fresenius Kabi
EMA0000922,Acid Zoledronic Rompharm
EMA0000923,Acida
EMA0000924,Acidal
EMA0000925,Acidcare
EMA0000926,Acide Acetylsalicylique Biogaran
EMA0000927,Acide Acetylsalicylique Ibsa
EMA0000928,Acide Acetylsalicylique Panpharma
EMA0000929,Acide Acetylsalicylique Panpharma
EMA0000930,Acide Acétylsalicylique Panpharma
EMA0000931,Acide Acetylsalicylique Sandoz
EMA0000932,Acide Alendronique Alter
EMA0000933,Acide Alendronique Arrow Lab
EMA0000934,Acide Alendronique Biogaran
EMA0000935,Acide Alendronique Cristers
EMA0000936,Acide Alendronique Eg
EMA0000937,Acide Alendronique Teva Sante
EMA0000938,Acide Alendronique Viatris
EMA0000939,Acide Alendronique Zentiva
EMA0000940,Acide Alendronique/Cholecalciferol (Vitamine D3) Biogaran
EMA0000941,Acide Alendronique/Cholecalciferol (Vitamine D3) Cristers
EMA0000942,Acide Alendronique/Cholecalciferol (Vitamine D3) Eg
EMA0000943,Acide Alendronique/Cholecalciferol (Vitamine D3) Evolugen
EMA0000944,Acide Alendronique/Cholecalciferol (Vitamine D3) Medipha
EMA0000945,Acide Alendronique/Cholécalciférol Vitamine D3 Zentiva
EMA0000946,Acide Alendronique/Vitamine D3 Arrow
EMA0000947,Acide Alendronique/Vitamine D3 Bgr
EMA0000948,Acide Alendronique/Vitamine D3 Teva Sante
EMA0000949,Acide Alendronique/Vitamine D3 Viatris
EMA0000950,Acide Alendronique/Vitamine Viatris
EMA0000951,Acide Carglumique Tillomed
EMA0000952,Acide Carglumique Waymade
EMA0000953,Acide Folique Arrow
EMA0000954,Acide Folique Biogaran
EMA0000955,Acide Folique Ccd
EMA0000956,Acide Folique Viatris
EMA0000957,Acide Fusidique Arrow
EMA0000958,Acide Fusidique Bgr
EMA0000959,Acide Fusidique Eg
EMA0000960,Acide Fusidique Sandoz
EMA0000961,Acide Fusidique Viatris
EMA0000962,Acide Fusidique Zentiva
EMA0000963,Acide Gadoterique Guerbet
EMA0000964,Acide Mycophenolique Tillomed
EMA0000965,Acide Tiaprofenique Arrow
EMA0000966,Acide Tiaprofenique Zentiva
EMA0000967,Acide Tranexamique Accord
EMA0000968,Acide Tranexamique Aguettant
EMA0000969,Acide Tranexamique Arrow
EMA0000970,Acide Tranexamique Kabi
EMA0000971,Acide Tranexamique La Colina
EMA0000972,Acide Tranexamique Stragen
EMA0000973,Acide Tranexamique Tillomed
EMA0000974,Acide Tranexamique Viatris
EMA0000975,Acide Tranexamique Viatris Santé
EMA0000976,Acide Ursodesoxycholique Arrow
EMA0000977,Acide Ursodesoxycholique Biogaran
EMA0000978,Acide Ursodesoxycholique Grindeks
EMA0000979,Acide Ursodesoxycholique Medipha
EMA0000980,Acide Ursodesoxycholique Substipharm
EMA0000981,Acide Ursodesoxycholique Teva
EMA0000982,Acide Ursodesoxycholique Viatris
EMA0000983,Acide Zoledronique Altan
EMA0000984,Acide Zoledronique Biogaran
EMA0000985,Acide Zoledronique Biogaran
EMA0000986,Acide Zolédronique Fresenius Kabi
EMA0000987,Acide Zoledronique Sandoz
EMA0000988,Acide Zoledronique Seacross
EMA0000989,Acide Zoledronique Tillomed
EMA0000990,Acide Zoledronique Viatris
EMA0000991,Acide Zoledronique Zentiva Lab
EMA0000992,Acidex
EMA0000993,Acidex Advance (Aniseed Flavour)
EMA0000994,Acidex Advance (Peppermint Flavour)
EMA0000995,Acidex Advance Heartburn And Indigestion Relief Aniseed Flavour
EMA0000996,Acidex Advance Heartburn And Indigestion Relief Peppermint Flavour
EMA0000997,Acidexa
EMA0000998,Acidi Borici Fono Viii. Naturland
EMA0000999,Ácido Acetilsalicílico Alter
EMA0001000,Ácido Acetilsalicílico Aristo
EMA0001001,Acido Acetilsalicilico Aurobindo
EMA0001002,Ácido Acetilsalicílico Aurovitas
EMA0001003,Ácido Acetilsalicílico Aurovitas Spain
EMA0001004,Ácido Acetilsalicílico Biofarmoz
EMA0001005,Ácido Acetilsalicílico Bluepharma
EMA0001006,Ácido Acetilsalicílico Cinfa
EMA0001007,Ácido Acetilsalicílico Cinfamed
EMA0001008,Acido Acetilsalicilico Doc Generici
EMA0001009,Acido Acetilsalicilico E Acido Ascorbico Coop
EMA0001010,Acido Acetilsalicilico Eg
EMA0001011,Ácido Acetilsalicílico Farmalider
EMA0001012,Ácido Acetilsalicílico Farmoz
EMA0001013,Ácido Acetilsalicílico Generis
EMA0001014,Ácido Acetilsalicílico Kern Pharma
EMA0001015,Acido Acetilsalicilico Krka
EMA0001016,Ácido Acetilsalicílico Krka
EMA0001017,Acido Acetilsalicilico L.F.M.
EMA0001018,Ácido Acetilsalicílico Liderfen
EMA0001019,Ácido Acetilsalicílico Lumec
EMA0001020,Acido Acetilsalicilico Mylan
EMA0001021,Ácido Acetilsalicílico Mylan
EMA0001022,Ácido Acetilsalicílico Odipe
EMA0001023,Acido Acetilsalicilico Panpharma
EMA0001024,Acido Acetilsalicilico Pensa
EMA0001025,Ácido Acetilsalicílico Pensa
EMA0001026,Ácido Acetilsalicílico Pensa Pharma
EMA0001027,Ácido Acetilsalicílico Pentafarma
EMA0001028,Ácido Acetilsalicílico Phaseoxer
EMA0001029,Ácido Acetilsalicílico Ratio
EMA0001030,Ácido Acetilsalicílico Ratiopharm
EMA0001031,Ácido Acetilsalicílico Stada
EMA0001032,Ácido Acetilsalicílico Tarbis
EMA0001033,Acido Acetilsalicilico Tecnigen
EMA0001034,Ácido Acetilsalicílico Tecnigen
EMA0001035,Ácido Acetilsalicílico Teva
EMA0001036,Acido Acetilsalicilico Teva Italia
EMA0001037,Ácido Acetilsalicílico Tolife
EMA0001038,Ácido Acetilsalicílico Viatris
EMA0001039,Acido Acetilsalicilico Zentiva Italia
EMA0001040,Ácido Alendrónico /Colecalciferol Semanal Stada
EMA0001041,Ácido Alendrónico + Colecalciferol Aurobindo
EMA0001042,Ácido Alendrónico + Colecalciferol Azevedos
EMA0001043,Ácido Alendrónico + Colecalciferol Bluepharma
EMA0001044,Ácido Alendrónico + Colecalciferol Ciclum
EMA0001045,Ácido Alendrónico + Colecalciferol Ciclum
EMA0001046,Ácido Alendrónico + Colecalciferol Farmoz
EMA0001047,Ácido Alendrónico + Colecalciferol Generis
EMA0001048,Ácido Alendrónico + Colecalciferol Lumec
EMA0001049,Ácido Alendrónico + Colecalciferol Mylan
EMA0001050,Ácido Alendrónico + Colecalciferol Pensa
EMA0001051,Ácido Alendrónico + Colecalciferol Pentafarma
EMA0001052,Ácido Alendrónico + Colecalciferol Pharmakern
EMA0001053,Ácido Alendrónico + Colecalciferol Ratiopharm
EMA0001054,Ácido Alendrónico + Colecalciferol Sandoz
EMA0001055,Ácido Alendrónico + Colecalciferol Tolife
EMA0001056,Ácido Alendrónico + Colecalciferol Zentiva
EMA0001057,Ácido Alendrónico + Colecalciferol Zintem
EMA0001058,Acido Alendronico Alter
EMA0001059,Acido Alendronico Aurobindo
EMA0001060,Ácido Alendrónico Aurobindo
EMA0001061,Ácido Alendrónico Azevedos
EMA0001062,Ácido Alendrónico Basi
EMA0001063,Ácido Alendrónico Beapy
EMA0001064,Ácido Alendrónico Bluefish
EMA0001065,Ácido Alendrónico Bluepharma
EMA0001066,Ácido Alendrónico Ciclum
EMA0001067,Acido Alendronico E Colecalciferolo Aurobindo
EMA0001068,Acido Alendronico E Colecalciferolo Eg
EMA0001069,Acido Alendronico E Colecalciferolo Zentiva
EMA0001070,Ácido Alendrónico Farmoz
EMA0001071,Acido Alendronico Fg
EMA0001072,Ácido Alendrónico Generis
EMA0001073,Ácido Alendrónico Generis Phar
EMA0001074,Ácido Alendrónico Germed
EMA0001075,Ácido Alendrónico Gp
EMA0001076,Ácido Alendrónico J. Neves
EMA0001077,Ácido Alendrónico Jaba
EMA0001078,Ácido Alendrónico Maxmind
EMA0001079,Ácido Alendrónico Mepha
EMA0001080,Ácido Alendrónico Mylan
EMA0001081,Ácido Alendrónico Ortodrol
EMA0001082,Ácido Alendrónico Pentafarma
EMA0001083,Ácido Alendrónico Pharmakern
EMA0001084,Ácido Alendrónico Qualigen
EMA0001085,Ácido Alendrónico Ratiopharm
EMA0001086,Ácido Alendrónico Sandoz
EMA0001087,Acido Alendrónico Semanal Ababor
EMA0001088,Ácido Alendrónico Semanal Almus
EMA0001089,Ácido Alendrónico Semanal Alter Genéricos
EMA0001090,Ácido Alendrónico Semanal Aristo
EMA0001091,Ácido Alendrónico Semanal Aurovitas Spain
EMA0001092,Ácido Alendrónico Semanal Cinfamed
EMA0001093,Ácido Alendrónico Semanal Davur
EMA0001094,Ácido Alendrónico Semanal Farmalider
EMA0001095,Ácido Alendrónico Semanal Kern Pharma
EMA0001096,Ácido Alendrónico Semanal Mabo
EMA0001097,Ácido Alendrónico Semanal Normon
EMA0001098,Ácido Alendrónico Semanal Pensa
EMA0001099,Ácido Alendrónico Semanal Pharma Combix
EMA0001100,Ácido Alendrónico Semanal Stada
EMA0001101,Ácido Alendrónico Semanal Tecnigen
EMA0001102,Ácido Alendrónico Semanal Teva-Ratio
EMA0001103,Ácido Alendrónico Semanal Viatris
EMA0001104,Acido Alendronico Tecnigen
EMA0001105,Ácido Alendrónico Tecnimede
EMA0001106,Ácido Alendrónico Tetrafarma
EMA0001107,Ácido Alendrónico Tolife
EMA0001108,Ácido Alendrónico Vir
EMA0001109,Acido Alendronico Zentiva
EMA0001110,Ácido Alendrónico/Colecalciferol Ratiopharm
EMA0001111,Ácido Alendrónico/Colecalciferol Semanal Aurovitas
EMA0001112,Ácido Alendrónico/Colecalciferol Semanal Bluefish
EMA0001113,Ácido Alendrónico/Colecalciferol Semanal Hemony
EMA0001114,Ácido Alendrónico/Colecalciferol Semanal Kern Pharma
EMA0001115,Ácido Alendrónico/Colecalciferol Tevagen
EMA0001116,Ácido Ascórbico
EMA0001117,Ácido Ascórbico Pls Ip
EMA0001118,Ácido Ascórbico Vitamina C Labesfal
EMA0001119,Acido Borico Afom
EMA0001120,Acido Borico Almus
EMA0001121,Acido Borico Marco Viti
EMA0001122,Acido Borico Na
EMA0001123,Acido Borico New.Fa.Dem.
EMA0001124,Acido Borico Sella
EMA0001125,Acido Borico Zeta
EMA0001126,Ácido Carglúmico
EMA0001127,Ácido Carglúmico Tillomed
EMA0001128,Acido Carglumico Waymade
EMA0001129,Ácido Carglúmico Waymade
EMA0001130,Ácido Cítrico + Óxido De Magnésio + Picossulfato De Sódio
EMA0001131,Acido Clodronico Doc Generici
EMA0001132,Acido Folico
EMA0001133,Acido Folico Actavis
EMA0001134,Ácido Fólico Aristo
EMA0001135,Acido Folico Doc Generici
EMA0001136,Acido Folico Eg S.P.A.
EMA0001137,Acido Folico Eg Spa
EMA0001138,Ácido Fólico Farmoz
EMA0001139,Ácido Fólico Generis
EMA0001140,Ácido Fólico Qualigen
EMA0001141,Acido Folico Sf
EMA0001142,Acido Folico Teva
EMA0001143,Ácido Fusídico Farmoz
EMA0001144,Ácido Fusídico Isdin
EMA0001145,Ácido Gadotérico Farmak
EMA0001146,Acido Ibandronico Alter
EMA0001147,Ácido Ibandrónico Alter
EMA0001148,Ácido Ibandrónico Aristo
EMA0001149,Acido Ibandronico Aurobindo
EMA0001150,Ácido Ibandrónico Aurobindo
EMA0001151,Ácido Ibandrónico Aurovitas
EMA0001152,Ácido Ibandrónico Bluefish
EMA0001153,Ácido Ibandrónico Bluepharma
EMA0001154,Ácido Ibandrónico Bluesar
EMA0001155,Ácido Ibandrónico Ciclum
EMA0001156,Ácido Ibandrónico Cinfa
EMA0001157,Acido Ibandronico Doc Generici
EMA0001158,Acido Ibandronico Eg
EMA0001159,Ácido Ibandrónico Farmoz
EMA0001160,Ácido Ibandrónico Gedeon Richter
EMA0001161,Ácido Ibandrónico Generis
EMA0001162,Ácido Ibandrónico Kern Pharma
EMA0001163,Acido Ibandronico Mylan
EMA0001164,Ácido Ibandrónico Mylan
EMA0001165,Ácido Ibandrónico Normon
EMA0001166,Acido Ibandronico Pensa
EMA0001167,Ácido Ibandrónico Pensa
EMA0001168,Ácido Ibandrónico Pentafarma
EMA0001169,Ácido Ibandrónico Pharmakern
EMA0001170,Ácido Ibandrónico Qualigen
EMA0001171,Ácido Ibandrónico Ratiopharm
EMA0001172,Acido Ibandronico Sandoz
EMA0001173,Ácido Ibandrónico Sandoz
EMA0001174,Ácido Ibandrónico Sandoz
EMA0001175,Ácido Ibandrónico Stada
EMA0001176,Ácido Ibandrónico Synthon
EMA0001177,Ácido Ibandrónico Tarbis
EMA0001178,Acido Ibandronico Tecnigen
EMA0001179,Ácido Ibandrónico Tecnigen
EMA0001180,Ácido Ibandrónico Tolife
EMA0001181,Ácido Ibandrónico Viatris
EMA0001182,Ácido Ibandrónico Vir
EMA0001183,Ácido Ibandrónico Vitória
EMA0001184,Acido Ibandronico Zentiva
EMA0001185,Acido Micofenolico Accord
EMA0001186,Ácido Micofenólico Accord
EMA0001187,Ácido Micofenólico Accord
EMA0001188,Ácido Micofenólico Stada
EMA0001189,Acido Micofenolico Tillomed
EMA0001190,Ácido Micofenólico Tillomed
EMA0001191,Acido Salicilico Marco Viti
EMA0001192,Acido Salicilico Na
EMA0001193,Ácido Tranexâmico A.Forall
EMA0001194,Ácido Tranexâmico Accord
EMA0001195,Acido Tranexamico Apc Pharmlog
EMA0001196,Acido Tranexamico Aurobindo
EMA0001197,Ácido Tranexámico Baxter
EMA0001198,Acido Tranexamico Bioindustria L.I.M.
EMA0001199,Ácido Tranexâmico Generis
EMA0001200,Ácido Tranexâmico Hyloris
EMA0001201,Ácido Tranexâmico Kabi
EMA0001202,Ácido Tranexâmico Maxmind
EMA0001203,Ácido Tranexámico Zentiva
EMA0001204,Acido Tricloroacetico Zeta
EMA0001205,Acido Ursodesossicolico Abc
EMA0001206,Acido Ursodesossicolico Aurobindo
EMA0001207,Acido Ursodesossicolico Doc Generici
EMA0001208,Acido Ursodesossicolico Eg
EMA0001209,Acido Ursodesossicolico Eg Stada
EMA0001210,Acido Ursodesossicolico Mylan Generics
EMA0001211,Acido Ursodesossicolico Ratiopharm
EMA0001212,Ácido Ursodesoxicólico Generis
EMA0001213,Ácido Ursodesoxicólico Grindeks
EMA0001214,Ácido Valproico Altan
EMA0001215,Ácido Valproico Aurovitas
EMA0001216,Ácido Valpróico Aurovitas
EMA0001217,Acido Valproico E Sodio Valproato Eg
EMA0001218,Acido Valproico E Sodio Valproato Ratiopharm
EMA0001219,Acido Valproico E Sodio Valproato Ratiopharm Ratiopharm
EMA0001220,Ácido Valpróico Generis
EMA0001221,Ácido Valpróico Generis
EMA0001222,Ácido Valpróico Generis
EMA0001223,Ácido Valpróico Generis Phar
EMA0001224,Acido Valproico Sandoz
EMA0001225,Acido Valproico Seacross
EMA0001226,Ácido Zoledrónico Accord
EMA0001227,Acido Zoledronico Altan
EMA0001228,Ácido Zoledrónico Altan
EMA0001229,Ácido Zoledrónico Altan
EMA0001230,Ácido Zoledrónico Basi
EMA0001231,Ácido Zoledrónico Bluepharma
EMA0001232,Ácido Zoledrónico Ciclum
EMA0001233,Ácido Zoledrónico Farmoz
EMA0001234,Acido Zoledronico Fresenius Kabi
EMA0001235,Ácido Zoledrónico Fresenius Kabi
EMA0001236,Acido Zoledronico Galenica Senese
EMA0001237,Ácido Zoledrónico Generis
EMA0001238,Acido Zoledronico Hikma
EMA0001239,Ácido Zoledrónico Hikma
EMA0001240,Ácido Zoledronico Kabi
EMA0001241,Ácido Zoledrónico Kern Pharma
EMA0001242,Ácido Zoledrónico Normon
EMA0001243,Ácido Zoledrónico Normon
EMA0001244,Acido Zoledronico Seacross
EMA0001245,Acido Zoledrónico Seacross
EMA0001246,Ácido Zoledrónico Seacross
EMA0001247,Acido Zoledronico Tillomed
EMA0001248,Ácido Zoledrónico Tillomed
EMA0001249,Ácido Zoledrónico Zentiva
EMA0001250,Ácidos Omega 3 Kern Pharma
EMA0001251,Ácidos Omega 3 Tarbis
EMA0001252,Ácidos Omega-3 Strides
EMA0001253,Acidum A-Ketoglutaricum-Injeel
EMA0001254,Acidum Ascorbicum Bbp
EMA0001255,Acidum Cis-Aconiticum-Injeel
EMA0001256,Acidum Citricum-Injeel
EMA0001257,Acidum Dl-Malicum-Injeel
EMA0001258,Acidum Folicum Hasco
EMA0001259,Acidum Folicum Léčiva
EMA0001260,Acidum Folicum Richter
EMA0001261,Acidum Formicicum-Injeel
EMA0001262,Acidum Fumaricum-Injeel
EMA0001263,Acidum Nicotinicum Vasc
EMA0001264,Acidum Phosphoricum-Injeel S
EMA0001265,Acidum Succinicum-Injeel Biologische Heilmittel Heel
EMA0001266,Acidumphos-Gastreu R40
EMA0001267,Acidwell
EMA0001268,Acifein
EMA0001269,Acifer
EMA0001270,Acifol
EMA0001271,Acifolik
EMA0001272,Aciklovir Abece
EMA0001273,Aciklovir Accord
EMA0001274,Aciklovir Alpha-Medical
EMA0001275,Aciklovir Noridem
EMA0001276,Aciklovir Stada
EMA0001277,Acilesol
EMA0001278,Acimaphin
EMA0001279,Acimethin
EMA0001280,Acimethin
EMA0001281,Acimol
EMA0001282,Acinic
EMA0001283,Acinorphin
EMA0001284,Acipan
EMA0001285,Acipan Control
EMA0001286,Acipan S
EMA0001287,Acipen-V
EMA0001288,Aciphen
EMA0001289,Acipirin
EMA0001290,Aciprex
EMA0001291,Acirasi
EMA0001292,Aciryl
EMA0001293,Acitren
EMA0001294,Acitretin Aurobindo
EMA0001295,Acitretin Genus Pharmaceuticals
EMA0001296,Acitretin Morningside Healthcare
EMA0001297,Acitretin Orifarm
EMA0001298,Acitretina Ifc
EMA0001299,Acitretine Cf
EMA0001300,Acitretine Ifc
EMA0001301,Acivir
EMA0001302,Acivision
EMA0001303,Acix
EMA0001304,Acizal
EMA0001305,Acklab
EMA0001306,Aclasta
EMA0001307,Aclaton
EMA0001308,Aclexa
EMA0001309,Aclonia
EMA0001310,Aclonia
EMA0001311,Aclop
EMA0001312,Aclotin
EMA0001313,Aclotine
EMA0001314,Aclovir
EMA0001315,Aclovir Ratiopharm
EMA0001316,Acmefront
EMA0001317,Acmotren
EMA0001318,Acnapalen
EMA0001319,Acnapalen Forte
EMA0001320,Acnatac
EMA0001321,Acne Hermal
EMA0001322,Acne Plus
EMA0001323,Acnecare
EMA0001324,Acnecide
EMA0001325,Acnecide Face
EMA0001326,Acnecide Face Wash
EMA0001327,Acnecide Wash
EMA0001328,Acnecutan
EMA0001329,Acnelec
EMA0001330,Acnemed Clear
EMA0001331,Acnemed Skin Wash
EMA0001332,Acnemin 10 Mg
EMA0001333,Acnemin 20 Mg
EMA0001334,Acnenor
EMA0001335,Acneplus
EMA0001336,Acneryz-Cure
EMA0001337,Acnesyn
EMA0001338,Acnetrait
EMA0001339,Acnevul
EMA0001340,Acniduo
EMA0001341,Acnisdin
