+-------------------+----------------+----------+--------------------+------------------------+---------------+--------------------+------------------+--------------+---------------------------------+--------------------------+----------------------+
| department_name   | admission_year | ken_code | insurance_provider | total_hospitalizations | avg_stay_days | mean_duration_days | total_extra_days | base_revenue | extra_revenue_due_to_mdn_excess | calculated_total_revenue | stored_total_revenue |
| Surgery           |           2024 | Μ08Χ     | PRIVATE_A          |                      1 |         11.00 |                  9 |                2 |    301400.00 |                       669780.00 |                971180.00 |            971180.00 |
| Surgery           |           2024 | Φ63Μ     | EFKA               |                      6 |          6.50 |                  6 |                8 |    747000.00 |                       166000.00 |                913000.00 |            913000.00 |
| Surgery           |           2024 | Μ61Μ     | EFKA               |                      4 |          6.25 |                 13 |                0 |    884000.00 |                            0.00 |                884000.00 |            884000.00 |
| Surgery           |           2024 | Μ78Χ     | EFKA               |                      5 |          7.20 |                  2 |               26 |    237500.00 |                       617500.00 |                855000.00 |            855000.00 |
| Surgery           |           2024 | Μ31Χ     | PRIVATE_A          |                      1 |          3.00 |                 11 |                0 |    853300.00 |                            0.00 |                853300.00 |            853300.00 |
| Surgery           |           2024 | Μ31Χ     | PRIVATE_B          |                      1 |          7.00 |                 11 |                0 |    853300.00 |                            0.00 |                853300.00 |            853300.00 |
| Surgery           |           2024 | Μ31Χ     | UNINSURED          |                      1 |          9.00 |                 11 |                0 |    853300.00 |                            0.00 |                853300.00 |            853300.00 |
| Surgery           |           2024 | Μ78Μ     | ARMED_FORCES       |                      2 |          7.50 |                  8 |                3 |    292600.00 |                       548640.00 |                841240.00 |            841240.00 |
| Surgery           |           2024 | Μ60Α     | PRIVATE_B          |                      2 |          8.00 |                  7 |                2 |    344000.00 |                       491420.00 |                835420.00 |            835420.00 |
| Surgery           |           2024 | Κ02Α     | ARMED_FORCES       |                      1 |         11.00 |                  4 |                7 |    284400.00 |                       497700.00 |                782100.00 |            782100.00 |
